x,Video Title,Video Reference,Priority Script ,Verbal Hook,Text hook,Caption,Hashtags,Poll Topic,Date recorded,Script,Editing ,Video link,Approved ,With captions,Thumbnail link,Charlotte Socials,,,,View,Like,Comment,Post to socials,Date posted (Pie),Date posted (Char),SEG sales,Date posted (PodCast),Carousel,Carousel doc/ Story ,Figma image files,Carousel Posted,,Video key feedback,Date posted (Char),Date posted (Pie)
b-roll,UK Dividend Tax Rate 25/26,BR 49,FALSE,,,"""Most people don’t realise dividends are taxed differently to regular income, and if you’re not careful, you could end up paying more tax than you need to.
Here’s the breakdown for 2025/26 👇
✅ £12,570 - Covered by your Personal Allowance (tax-free)
✅ £500 - Dividend Allowance (tax-free)
That means if you only take dividends and no other income, you could receive £13,070 tax-free.
After that, the rates apply depending on your income band:
 🔹 8.75% - Basic Rate
 🔹 33.75% - Higher Rate
 🔹 39.35% - Additional Rate
💡 Many business owners still choose to take a small salary alongside dividends because:
 1️⃣ Salary reduces Corporation Tax (it’s deductible).
 2️⃣ It keeps National Insurance contributions going, protecting your State Pension.
👉 The key is planning your mix of salary and dividends carefully, especially when filing your self-assessment. Small tweaks can save thousands.
Do you think the dividend allowance should be increased again, or is this system fair? 🤔

💬 Comment ‘Pie’ below, I’ll send you my free tax-saving newsletter.

#selfassessment #taxreturn #pietax #dividends #taxplanning #smallbusinessuk #ukaccountant #hmrc #taxhelp""",,,,BR49 Script - UK Dividend Tax Rate 25/26,,,TRUE,BR49 Video - UK Dividend Tax Rate 25/26,BR49 T,TRUE,FALSE,FALSE,FALSE,,,,,,10/13/2025,,,,,,,,,,
b-roll,Rule of 25 for Retirement,BR 50,FALSE,,,"Most people underestimate just how much they’ll need for retirement. The Rule of 25 is a simple way to calculate it:
👉 Take your annual expenses and multiply by 25. That’s the size of investment pot you’ll need to sustain your lifestyle.
It’s based on the “4% Rule”, the idea that you can safely withdraw 4% of your investments each year without running out of money.
For example:
Want £40k a year in retirement? You’ll need roughly £1m invested.


Want £80k a year? You’ll need around £2m.


Sounds daunting? Here’s the truth ⤵️
 💡 The earlier you start planning, the less painful it feels. Smart use of pensions, ISAs, and tax-efficient planning can shrink the gap.
This is why filing and organising your self-assessment properly matters, it’s not just about paying HMRC, it’s about freeing up more to invest for your future.
Would you rather retire earlier with less, or work longer and have more freedom later? 🤔
💬 Comment ‘Pie’ below, I’ll send you my free tax-saving newsletter.
#selfassessment #taxreturn #pietax #retirementplanning #moneytips #financialfreedom #taxplanning #hmrc",,,,BR50 Script - Rule of 25 for Retirement,,,TRUE,BR50 Video - Rule of 25 for Retirement,BR50 Video T,TRUE,FALSE,FALSE,FALSE,,,,,,1/30/2026,,,,,,,,,,
b-roll,"Tax the Rich, lose billions",BR 51,FALSE,,,"Tax policy doesn’t always work out the way governments expect.
👉 Norway raised its wealth tax to collect more revenue.
 ❌ Instead, over £54bn left the country, leading to a £594m shortfall.
Here in the UK, we’re already seeing warning signs. High earners and entrepreneurs are exploring tax-efficient structures, and some are even relocating their money overseas.
But here’s the reality for most people:
 You don’t need millions to feel the impact of tax. The way you file and organise your self-assessment can make the difference between overpaying HMRC or keeping more in your pocket.
💡 This is why understanding allowances, reliefs, and smart planning matters.
So, the big question for debate:
 👉 Should wealthier individuals pay more tax, even if it risks them moving their money abroad? Or should the system focus on fairness and keeping investment here in the UK?
💬 Comment ‘Pie’ below, I’ll send you my free tax-saving newsletter.
#selfassessment #ukwealthtax #pietax #hmrc #taxreturn #moneytalks #taxtips #financialdebate",,,,"BR51 Script - Tax the Rich, lose billions",,,TRUE,BR 51,BR51 T,TRUE,FALSE,FALSE,FALSE,,,,,,1/14/2026,,,,,,,,,,
b-roll,How much you need to retire in the UK,BR 52,FALSE,,,"In the UK, a comfortable retirement for one person typically costs around £40,000 per year. 😬

Using the classic 4% safe withdrawal rule, you’d need a retirement pot of roughly £825K–£1M to sustain that lifestyle.

The problem? The average UK pension pot at retirement is just £100,000.

That’s a huge gap, and it’s why so many people are starting to plan earlier, invest smarter, and diversify beyond workplace pensions. 📈

💬 Comment ‘Pie’ below, I’ll send you my free tax-saving newsletter.

#RetirementGoals #UKPensions #MoneyTalks #FinancialFreedom #Investing #RetirementPlanning #PieTax #FinanceTips #MoneyMatters #WealthBuilding",,,,BR52 Script - How much you need to retire in the UK,,,TRUE,BR52 - How much you need to retire in the UK,BR52 T,TRUE,FALSE,FALSE,FALSE,,,,,,10/24/2025,,,,,,,,,,
b-roll,Massive ISA Shake-up coming,BR 53,FALSE,,,"🚨 ISA allowances might be on the chopping block.
Right now, you can put away up to £20,000 in a Cash ISA tax-free. But proposals suggest this could fall to just £4,000, a huge cut for those relying on savings.
Here’s the problem ⤵️
 ▪️ Over 30% of UK adults depend on Cash ISAs (double the users of Stocks & Shares ISAs).
 ▪️ Inflation is already eating away at savings.
 ▪️ And now the government wants to “nudge” people into riskier investments by limiting the safer option.
So what can you do?
 ✔️ Make full use of allowances while they’re still available.
 ✔️ Consider mixing your savings with investments (Stocks & Shares ISA, pensions, property).
 ✔️ Stay on top of your self-ass
essment and reliefs, because how you file taxes can make a massive difference to what you keep.
The bigger question is…
 👉 Should the government be discouraging savers like this, or is it about time we all rethink how we build wealth?
💬 Comment ‘Pie’ below, I’ll send you my free tax-saving newsletter.
#taxplanning #selfassessment #ISA #cashISA #savingmoney #hmrc #pietax #financialplanning",,,,BR53 Script - Massive ISA Shake-up coming,,,TRUE,BR53 Video - Massive ISA Shake-up coming,BR53 T,TRUE,FALSE,FALSE,FALSE,,,,,,10/29/2025,,,,,,,,,,
b-roll,What does it mean to be a high earner in the UK?,BR 54,FALSE,,,"Do these figures surprise you? 👀
📊 According to the Office for National Statistics:
Earning £65k puts you in the top 10% of earners.


£180k puts you in the top 1%.


It raises a question are we measuring “high earning” the right way?
 Because for many, £65k doesn’t feel like being rich… especially with rising costs of living.
💬 What do you think? does £65k still make you a “high earner” in the UK today, or is the bar too low?

💬 Comment ‘Pie’ below, I’ll send you my free tax-saving newsletter.
#taxplanning #selfassessment #ISA #cashISA #savingmoney #hmrc #pietax #financialplanning",,,,BR54 - What does it mean to be a high earner in the UK?,,,TRUE,BR54  - What does it mean to be a high earner in the UK.MOV,BR54 T,TRUE,FALSE,FALSE,FALSE,,,,,,10/27/2025,,,,,,,,,,
b-roll,Does your Investing account match your goal?,BR 55,FALSE,,,"💡 Same £200 a month. Different account. Totally different outcomes.

Here’s why:
 🔹 Stocks & Shares ISA - flexible, no tax on withdrawals, but no employer match.
 🔹 Personal Pension - gets tax relief upfront, but 75% is taxed when you take it out.
 🔹 Workplace Pension - same as personal pension plus employer contributions = the biggest boost.
👉 The numbers suggest pensions grow bigger, but ISAs win on flexibility.
👉 And with workplace pensions, the employer match is often too good to ignore.
There’s no single “best” option, and it depends on your situation, tax rate, and how much flexibility you want. ⚖️
Engagement Prompt:

Would you choose the bigger pot with restrictions or the smaller pot with freedom? Drop your take below 👇

#Pensions #ISA #InvestingUK #MoneyTips #RetirementPlanning #FinancialFreedom #WealthBuilding #PieTax",,,,BR55 - Does your Investing account match your goal?,,,TRUE,BR55 - Does your Investing account match your goal (2).MOV,BR55 T,TRUE,FALSE,FALSE,FALSE,,,,,,10/30/2025,,,,,,,,,,
b-roll,Lowest Paid Jobs in the UK,BR 56,FALSE,,,"💷 The reality of the UK’s lowest-paid jobs
When you look at these figures, it’s clear many workers are barely keeping their heads above water after tax, rent, and rising bills.
But here’s the kicker ⤵️
 ▪️ Most of these salaries sit just above the Personal Allowance (£12,570), meaning every extra £1 earned is taxed.
 ▪️ For some, tax reliefs and allowances go unclaimed, leaving them with even less in their pocket.
 ▪️ And with the cost of living where it is, these wages often don’t match the hours, effort, and responsibility involved.
👉 If you’re in one of these roles, there are ways to ease the pressure:
 ✔️ Claim allowable work expenses (travel, uniforms, training).
 ✔️ Use tax-free savings and allowances where possible.
 ✔️ Stay on top of your self-assessment if you’re earning extra income on the side.
The bigger issue? These jobs are vital to society, yet the pay doesn’t reflect the value.
What do you think:
 Should the government raise the minimum wage further, or should the tax system do more to protect lower earners?
💬 Comment ‘Pie’ below, I’ll send you my free tax-saving newsletter.
#UKjobs #costofliving #tax #hmrc #selfassessment #incometax #livingwage #pietax",,,,BR56 Script - Lowest Paid Jobs in the UK,,,TRUE,BR56 Video - Lowest Paid Jobs in the UK,BR56 T,TRUE,FALSE,FALSE,FALSE,,,,,,10/29/2025,,,,,,,,,,
b-roll,Borrow as much money as you can today,BR 57,FALSE,,,"""💸 When inflation eats away at your debt…
Here’s why this works:
▪️ Asset prices (like property) rise with inflation 📈
▪️ Debt doesn’t rise, your repayments stay fixed
▪️ Over time, you’re paying back yesterday’s money with tomorrow’s cheaper pounds 💷

But here’s the flip side ⤵️
❌ If your assets don’t grow, debt becomes a weight.
❌ For most people, debt isn’t leverage, it’s loans, credit cards, and mortgages that need smart management.
❌ Without proper planning, tax and interest can cancel out the benefits.

That’s why tax planning is just as important as financial planning.
If you’re self-employed, filing your self-assessment properly could free up cash flow you need to balance debt and investment decisions.

💬 Comment ‘Pie’ below, I’ll send you my free tax-saving newsletter.

#Inflation #DebtStrategy #WealthBuilding #MoneyTips #SmartBorrowing #InvestingUK #FinanceEducation #TaxTips #PieTax""",,,,BR57 Script - Borrow as much money as you can today,,,TRUE,BR57 Video - Borrow as much money as you can today,Br57t,TRUE,FALSE,FALSE,FALSE,,,,,,11/1/2025,,,,,,,,,,
b-roll,Current Retirement Ages by Country,BR 58,FALSE,,,"UK retirement age: 66+...
The average life expectancy in the UK is 72.
That means most people only get 6 years of retirement.

It took me years to finally feel confident and stress-free with my self-assessment, staying organised, filing on time, and keeping track of everything.

My life didn’t suddenly change, I just became more intentional with my money.

And maybe that’s the real lesson.
If it takes 10 or even 20 years to build financial confidence...
But it saves you from stress, HMRC fines, and uncertainty,
Isn’t that worth it? 💭

#RetirementReality #UKFinance #MoneyTalks #SelfAssessment #FinancialFreedom #TaxTips #MoneyMindset #PersonalFinance #PieTax""",,,,BR58 - Current Retirement Ages by Country,,,TRUE,BR58 - Current Retirement Ages by Country.MOV,BR58 T,TRUE,FALSE,FALSE,FALSE,,,,,,11/7/2025,,,,,,,,,,
b-roll,HMRC Wants more,BR 59,FALSE,,,"💡 So now even your savings are on HMRC’s radar…
If you earn more than £10,000 from savings or dividends, you’ll need to file a self-assessment tax return.
That means:
 ▪️ It’s not just business owners who need to file 📑
 ▪️ Ordinary savers could now get caught in the tax net 💷
 ▪️ Even money you thought was “already taxed” can be taxed again 👀
This raises big questions:
 👉 Is it fair that people trying to save or invest responsibly are penalised?
 👉 Will this push more people into riskier investments just to keep ahead of tax and inflation?
One thing’s clear: the rules are changing fast, and if you don’t file correctly, you risk fines on top of tax.
That’s where proper organisation with your self-assessment matters.
What do you think, is this just HMRC doing its job, or is the system broken?
💬 Comment ‘Pie’ below, I’ll send you my free tax-saving newsletter.
#SelfAssessment #UKTax #HMRC #Dividends #SavingsTax #TaxReturn #PieTax",,,,BR59 Script - HMRC Wants more,,,TRUE,BR59 Video - HMRC Wants more,BR59 T,TRUE,FALSE,FALSE,FALSE,,,,,,11/5/2025,,,,,,,,,,
b-roll,Work til you're 74?,BR60,FALSE,,,"Retirement at 74. Average life expectancy: 78.
 So you work your whole life, pay tax every step of the way… and what do you get? Four years of “freedom” if you’re lucky.
The system is moving the goalposts, and frozen thresholds mean you’re already paying more tax without even realising.
That’s why it’s so important to take control where you can, starting with your self-assessment:
✔️ Claim the reliefs you’re entitled to (pension contributions, allowable expenses, charitable donations).
 ✔️ Check if you’ve overpaid, refunds can be bigger than you think.
 ✔️ Stay organised so you’re not caught out by penalties.
Self-assessment isn’t just about filing, it’s about making sure you keep as much of your hard-earned money as possible.
What do you think, is raising the retirement age fair, or is it pushing people to work until they drop? 👇
💬 Comment ‘Pie’ below, I’ll send you my free tax-saving newsletter.
#SelfAssessment #RetirementPlanning #TaxTips #UKTax #HMRC #TaxReturn #Pensions #PieTax",,,,BR60 Script - Work til you're 74?,,,TRUE,https://drive.google.com/file/d/1oark5HEJVr3S-jluKinuXxzMDqYLBsLe/view?usp=drive_link,BR60 T,TRUE,FALSE,FALSE,FALSE,,,,,,11/3/2025,,,,,,,,,,
b-roll,Make your kid a millionaire,BR61,FALSE,,,"Generational wealth isn’t just a buzzword, it starts with consistent, simple planning.
💡 The idea above is powerful, but here’s the catch most people miss:
 If you are building savings or investments for your child, you need to think about the tax rules around it too.
For example:
 ✔️ Junior ISAs let you save up to £9,000 per year, tax-free.
 ✔️ If you’re investing in their name, make sure you understand who’s liable for the tax.
 ✔️ When it comes to long-term investing, using allowances wisely (dividend, capital gains, ISA) is the difference between keeping the growth… or handing chunks of it to HMRC.
Self-assessment isn’t just for business owners, it matters if you’re building wealth for your kids too. Getting it right early means they keep more of what you worked so hard to build.
What do you think, would you set up something like this for your children, or is the system too stacked against savers? 👇
💬 Comment ‘Pie’ below, I’ll send you my free tax-saving newsletter.
#SelfAssessment #TaxTips #WealthPlanning #InvestingForKids #FinancialEducation #UKTax #PieTax",,,,BR61 Script - Make your kid a millionaire,,,TRUE,BR61,BR 61 T,TRUE,FALSE,FALSE,FALSE,,,,,,11/10/2025,,,,,,,,,,
b-roll,Top 10 Paying Jobs in the UK with no Degree,BR63,FALSE,,,"🚫 No degree? No problem.
Some of the UK’s highest-paying jobs don’t need university at all, but here’s the part no one talks about 👇
No matter how much you earn, £35k, £60k, or even six figures, if you don’t understand your tax responsibilities, a big chunk of that income can disappear faster than you expect.
Self-employed? Side hustle alongside your main job? Multiple income streams?
 👉 HMRC expects you to keep track, file on time, and declare correctly.
 👉 Miss something and you risk penalties.
 👉 Overpay and you’re giving away money you could have kept.
That’s where self-assessment comes in, it’s not just a form, it’s how you make sure you’re paying the right amount.
So the real lesson?
 It’s not just about how much you make. It’s about how much you keep.
 Debate time: Do you think school should teach more about tax & money management instead of just pushing degrees?
💬 Comment ‘Pie’ below, I’ll send you my free tax-saving newsletter.
#NoDegreeNeeded #TaxTipsUK #SelfAssessment #MoneyMatters #UKJobs #CareerGrowth #PieTax",,,,BR63 Script - Top 10 Paying Jobs in the UK with no Degree,,,TRUE,BR63,BR63 T,TRUE,FALSE,FALSE,FALSE,,,,,,11/18/2025,,,,,,,,,,
